,date,trackID,ar_cat,start_date,end_date,duration,landslideID,landslide_lat,landslide_lon,ivt,ivtdir,prec,western_low,western_high,northwestern_low,northwestern_high,eastern_low,eastern_high,western_freeze,northwestern_freeze,eastern_freeze
299,2000-04-23,66111.0,3.0,2000-04-23 18:00:00,2000-04-25 00:00:00,30.0,,,,623.2745262261982,242.1180714824199 degree,149.713134765625,-945.075769419485,324.5425040817393,-910.1106860888292,523.7764158667236,-400.57309410467957,,-1,-1,-1
300,2000-05-29,66400.0,1.0,2000-05-29 00:00:00,2000-05-29 06:00:00,6.0,,,,227.40155066547678,242.78584864953442 degree,10.19744873046875,-1720.8713292242592,296.5155180870365,-1533.8337031221786,,-530.3982148888518,,-1,-1,-1
301,2000-05-28,66400.0,3.0,2000-05-28 18:00:00,2000-05-29 00:00:00,6.0,,,,738.4428912089396,231.5598248682754 degree,180.1026611328125,-1650.2587757817014,296.55701479166635,-1448.602333483723,497.14413643220087,-741.9484554791334,,-1,-1,-1
302,2000-05-29,66404.0,1.0,2000-05-29 06:00:00,2000-05-29 12:00:00,6.0,,,,197.01505200733666,217.88555648090505 degree,9.5234375,-1720.8713292242592,296.5155180870365,-1533.8337031221786,,-530.3982148888518,,-1,-1,-1
303,2000-05-30,66409.0,1.0,2000-05-30 12:00:00,2000-05-31 18:00:00,30.0,,,,245.39679082942888,208.54083891533634 degree,55.85498046875,-1806.1835317193556,,-1629.668197972707,,-603.3316110877117,,-1,-1,-1
304,2000-05-31,66421.0,1.0,2000-05-31 06:00:00,2000-05-31 12:00:00,6.0,,,,166.36823809922075,267.1444721653474 degree,37.628082275390625,-1786.0543363711963,,-1606.8758286859907,,-751.7050771121061,,-1,-1,-1
305,2001-03-11,68736.0,1.0,2001-03-11 06:00:00,2001-03-11 18:00:00,12.0,,,,84.44912555265623,206.78308260214405 degree,6.0279541015625,-137.0247387718952,548.2931274396087,,388.5423217712402,-265.2443347604274,,1,1,-1
306,2001-03-18,68809.0,1.0,2001-03-18 12:00:00,2001-03-18 18:00:00,6.0,,,,102.29882253336916,229.86912364969484 degree,7.93896484375,-167.82373991312807,277.19067223650416,-169.45120722416823,,-181.87917287698184,,1,-1,-1
307,2001-03-26,68857.0,1.0,2001-03-26 06:00:00,2001-03-27 00:00:00,18.0,,,,154.9799458424272,193.1898425221685 degree,5.5162353515625,-152.9853588237324,428.7855112445921,-187.8512462483273,668.7041355923865,-225.01150125152986,155.21220709694225,1,1,-1
308,2001-03-24,68857.0,2.0,2001-03-24 06:00:00,2001-03-24 18:00:00,12.0,,,,68.95437884575534,202.47429306416362 degree,1.49090576171875,-205.0392545935591,186.54498437389137,-114.20388785936689,545.0436801728929,-224.5285654415041,222.22491269614858,1,1,-1
309,2001-03-27,68893.0,1.0,2001-03-27 06:00:00,2001-03-27 12:00:00,6.0,,,,145.76399962180653,176.81419585349948 degree,9.1307373046875,-189.06281903738463,437.25477566592906,-171.87037640833586,434.5753203256503,-164.42880689766872,170.81517514846806,1,-1,-1
310,2001-05-30,69449.0,1.0,2001-05-30 06:00:00,2001-05-30 12:00:00,6.0,,,,141.16473924493124,278.5165192369793 degree,15.335906982421875,-1671.7527484076938,357.7791509383803,-1417.2426462479805,505.42682215483273,-646.5770461100572,,-1,-1,-1
311,2001-05-30,69453.0,1.0,2001-05-30 18:00:00,2001-05-31 00:00:00,6.0,,,,166.19304661117977,262.3126190525171 degree,1.517578125,-1671.7527484076938,357.7791509383803,-1417.2426462479805,505.42682215483273,-646.5770461100572,,-1,-1,-1
312,2001-05-31,69453.0,3.0,2001-05-31 00:00:00,2001-06-01 00:00:00,24.0,,,,744.0694560811842,235.38938922770967 degree,193.75619506835938,-1599.5552803412272,375.2213967302509,-1473.645324092063,475.8302215178143,-604.7984957542755,,-1,-1,-1
313,2002-03-02,71951.0,1.0,2002-03-02 06:00:00,2002-03-02 18:00:00,12.0,,,,133.5722881270422,191.43622858890993 degree,29.3231201171875,-458.4521737336521,,-447.5270380105002,,-76.53558290670742,486.28509769156244,-1,-1,1
314,2002-03-03,71961.0,1.0,2002-03-03 12:00:00,2002-03-04 00:00:00,12.0,,,,54.59300471057927,299.46280415254057 degree,,-354.79714336762584,,-350.3391251473684,,-174.1759545849555,309.7073989394394,-1,-1,-1
315,2002-04-04,72219.0,1.0,2002-04-04 18:00:00,2002-04-05 12:00:00,18.0,,,,241.09368515331786,197.84316006517003 degree,25.14825439453125,-356.440423356999,484.0193454999251,-371.4432830103778,590.9995294276812,-365.5517151143573,250.62133344283563,1,1,-1
316,2002-04-05,72225.0,1.0,2002-04-05 12:00:00,2002-04-05 18:00:00,6.0,,,,146.99008634873348,209.18274953065674 degree,17.242767333984375,-413.88839288177354,394.92791310679723,-389.39714492096977,359.19762240084526,-211.038589000517,494.0568773280651,1,-1,1
317,2002-04-05,72210.0,1.0,2002-04-05 12:00:00,2002-04-06 00:00:00,12.0,,,,247.4284267915298,193.50746260262258 degree,24.225341796875,-413.88839288177354,394.92791310679723,-389.39714492096977,359.19762240084526,-211.038589000517,494.0568773280651,1,-1,1
318,2002-04-06,72210.0,3.0,2002-04-06 00:00:00,2002-04-06 12:00:00,12.0,,,,129.068754903896,269.25394531847707 degree,5.251319885253906,-425.34836582028356,314.81780088376706,-446.7884020492452,,-218.91622843729485,536.3149173774901,-1,-1,1
319,2002-04-12,72254.0,1.0,2002-04-12 18:00:00,2002-04-15 00:00:00,54.0,,,,203.4751707069515,150.13210400293144 degree,27.47662353515625,-493.83986037508936,607.3651145512031,-536.2641666881598,759.7215033943161,-463.831367724831,,1,1,-1
320,2002-04-15,72254.0,3.0,2002-04-15 00:00:00,2002-04-15 06:00:00,6.0,,,,256.24013849844243,242.90733972141132 degree,111.18246459960938,-575.4516820862342,446.0905934769821,-748.2330570917973,,-394.3843845216531,323.1501863341679,-1,-1,1
321,2002-04-14,72281.0,1.0,2002-04-14 00:00:00,2002-04-14 06:00:00,6.0,,,,169.72015803564548,204.7461135163801 degree,8.4425048828125,-582.3000667447634,559.868803245869,-640.5282065619848,617.5763538609934,-340.1431474615243,209.2795899649221,1,1,-1
322,2002-04-22,72334.0,1.0,2002-04-22 00:00:00,2002-04-22 18:00:00,18.0,,,,177.46777850537188,215.81185095674027 degree,22.54510498046875,-921.4240771710395,423.53972025496114,-841.9705069918837,438.409840266164,-458.73289842656317,,1,-1,-1
323,2002-04-21,72334.0,2.0,2002-04-21 12:00:00,2002-04-22 00:00:00,12.0,,,,235.43410544929205,213.379098619694 degree,12.478302001953125,-862.7821565004056,498.97672703678387,-770.2133117805727,784.5415022750568,-468.3473197213144,217.51623735393514,1,1,-1
324,2002-05-12,72506.0,1.0,2002-05-12 00:00:00,2002-05-12 12:00:00,12.0,,,,121.17636782870457,260.15408633785194 degree,3.173919677734375,-1265.9146735329093,589.9196403755158,-1239.217717564824,573.2895302093694,-648.9027319567804,320.73955885348016,-1,-1,1
325,2002-05-11,72506.0,2.0,2002-05-11 18:00:00,2002-05-12 00:00:00,6.0,,,,107.35304959567377,247.10718418890232 degree,,-1308.2284250102473,634.4519958174161,-1236.2884898759862,533.1793324451069,-645.5954237001392,276.6122001806827,1,-1,-1
326,2002-05-12,72510.0,1.0,2002-05-12 12:00:00,2002-05-13 12:00:00,24.0,,,,170.7870969908908,245.54953178227333 degree,8.47637939453125,-1265.9146735329093,589.9196403755158,-1239.217717564824,573.2895302093694,-648.9027319567804,320.73955885348016,-1,-1,1
327,2002-05-12,72514.0,1.0,2002-05-12 12:00:00,2002-05-13 06:00:00,18.0,,,,170.7870969908908,245.54953178227333 degree,8.47637939453125,-1265.9146735329093,589.9196403755158,-1239.217717564824,573.2895302093694,-648.9027319567804,320.73955885348016,-1,-1,1
328,2002-05-13,72529.0,1.0,2002-05-13 18:00:00,2002-05-14 18:00:00,24.0,,,,265.6993272891423,191.9164264810681 degree,25.5777587890625,-1301.1839951553354,514.1244807305857,-1270.5220863721702,563.0631008019037,-809.7474406017158,376.2536594306981,-1,-1,1
329,2002-05-14,72530.0,1.0,2002-05-14 00:00:00,2002-05-14 06:00:00,6.0,,,,199.64305031512427,212.60031756016076 degree,12.0899658203125,-1316.1314358487325,492.2479637112032,-1306.4206683591833,,-842.562504725842,340.0166412582353,-1,-1,1
330,2002-05-27,72625.0,1.0,2002-05-27 06:00:00,2002-05-27 12:00:00,6.0,,,,86.7272704741776,233.82976999609562 degree,2.92138671875,-1741.4530731179893,311.9553424083074,-1503.7395203771164,,-537.2176279167481,,-1,-1,-1
331,2002-05-26,72625.0,3.0,2002-05-26 12:00:00,2002-05-27 00:00:00,12.0,,,,438.9496689008572,221.8594813879558 degree,102.48098754882812,-1606.7104979432731,338.19911726693107,-1417.5588392907696,442.6361078677593,-475.64038229461875,,-1,-1,-1
332,2003-03-01,75096.0,1.0,2003-03-01 00:00:00,2003-03-01 12:00:00,12.0,,,,373.9812891810627,196.0749539516238 degree,56.5133056640625,-265.83947316560256,,-1152.3207825332079,,-81.19819196569411,230.30153803747896,-1,-1,1
333,2003-03-01,75105.0,1.0,2003-03-01 18:00:00,2003-03-02 00:00:00,6.0,,,,375.7241538968541,196.08766842454463 degree,23.9476318359375,-265.83947316560256,,-1152.3207825332079,,-81.19819196569411,230.30153803747896,-1,-1,1
334,2003-03-14,75183.0,1.0,2003-03-14 00:00:00,2003-03-14 18:00:00,18.0,,,,268.47561539610064,307.9105225429711 degree,32.7236328125,-294.764646262945,309.9921087879046,,268.8173665751402,-284.749769856981,283.2804694403561,1,1,-1
335,2003-03-12,75183.0,2.0,2003-03-12 18:00:00,2003-03-14 00:00:00,30.0,,,,378.5437034726352,238.04092873877772 degree,47.27294921875,-287.72689802252034,,-317.8230797902297,,-295.02881428466867,,-1,-1,-1
336,2003-03-28,75277.0,1.0,2003-03-28 00:00:00,2003-03-28 06:00:00,6.0,,,,262.4311411916713,217.28076561697742 degree,14.482666015625,-231.27136616884718,494.04527251025,-307.66863617705195,,-157.76366838851865,376.93060334558805,1,-1,1
337,2003-03-26,75277.0,2.0,2003-03-26 12:00:00,2003-03-28 00:00:00,36.0,,,,443.3130209949458,214.37167948907353 degree,55.3170166015625,-148.14038439061224,553.3906559960452,-201.69510803115833,651.9384413949658,-143.99885878432852,,1,1,-1
338,2003-03-28,75296.0,1.0,2003-03-28 12:00:00,2003-03-29 00:00:00,12.0,,,,445.0234260988001,200.8575495843319 degree,40.419677734375,-231.27136616884718,494.04527251025,-307.66863617705195,,-157.76366838851865,376.93060334558805,1,-1,1
339,2003-04-17,75439.0,1.0,2003-04-17 06:00:00,2003-04-17 18:00:00,12.0,,,,128.20419456347292,261.4145146777192 degree,3.5865478515625,-810.4949668823384,,-628.930884286366,,-379.5331371166865,188.836373047578,-1,-1,-1
340,2003-04-15,75439.0,2.0,2003-04-15 00:00:00,2003-04-17 00:00:00,48.0,,,,431.9783520454061,246.42871589600333 degree,59.893157958984375,-729.9098385699671,637.1143176523894,-661.6688980576076,,-316.89598563489125,177.7011876435539,-1,-1,-1
341,2003-04-17,75461.0,1.0,2003-04-17 12:00:00,2003-04-18 00:00:00,12.0,,,,120.14861528205238,204.00281393539996 degree,6.248931884765625,-810.4949668823384,,-628.930884286366,,-379.5331371166865,188.836373047578,-1,-1,-1
342,2003-04-18,75461.0,3.0,2003-04-18 00:00:00,2003-04-19 00:00:00,24.0,,,,387.73129213635434,267.3765959899563 degree,109.25326538085938,-813.9704444122176,370.31119717037245,-781.7893486181367,,-436.93227688743514,336.6149833802198,-1,-1,1
343,2004-03-20,78371.0,1.0,2004-03-20 00:00:00,2004-03-20 18:00:00,18.0,,,,316.45265581247577,250.69480186809022 degree,19.411376953125,-291.0177052401753,627.8691822195409,-352.14352085551747,,,656.4469514142219,1,-1,1
344,2004-03-19,78371.0,2.0,2004-03-19 12:00:00,2004-03-20 00:00:00,12.0,,,,168.76216666884662,252.05197901787716 degree,12.5478515625,,648.6792554048318,-366.2716979575168,,,655.0437637675102,1,-1,1
345,2004-03-21,78395.0,1.0,2004-03-21 12:00:00,2004-03-21 18:00:00,6.0,,,,175.88058172104732,218.60381984075505 degree,12.472412109375,-178.21237489707127,550.1448432927576,-707.7669080482224,,,736.1388080542064,1,-1,1
346,2004-03-21,78394.0,1.0,2004-03-21 12:00:00,2004-03-21 18:00:00,6.0,,,,175.88058172104732,218.60381984075505 degree,12.472412109375,-178.21237489707127,550.1448432927576,-707.7669080482224,,,736.1388080542064,1,-1,1
347,2004-03-22,78399.0,1.0,2004-03-22 06:00:00,2004-03-22 12:00:00,6.0,,,,247.73259110577476,214.3953224739093 degree,17.971923828125,-313.0417952709188,481.427984584582,-825.0259676499893,,,915.0167087594573,1,-1,1
348,2004-04-01,78424.0,1.0,2004-04-01 06:00:00,2004-04-03 00:00:00,42.0,,,,175.16730512273418,244.09395218843056 degree,20.81121826171875,-249.39948268401375,370.75558054096985,-279.61444908703317,648.8329077449248,-310.7454214375634,165.83020697551638,1,1,-1
349,2004-04-11,78596.0,1.0,2004-04-11 18:00:00,2004-04-12 00:00:00,6.0,,,,126.686996297384,293.78331856866623 degree,5.3541717529296875,-623.744037098304,404.0357188218109,-567.3590394691199,,-378.87293759859875,236.41628757117738,1,-1,-1
350,2004-04-12,78586.0,1.0,2004-04-12 06:00:00,2004-04-12 18:00:00,12.0,,,,129.38641341085324,283.0272526198936 degree,13.696075439453125,-673.4992839666843,382.38909906716134,-650.5800169284827,,-389.47062933926645,192.74727125163062,-1,-1,-1
351,2004-04-13,78613.0,1.0,2004-04-13 06:00:00,2004-04-14 00:00:00,18.0,,,,128.26871270938454,294.28488890178426 degree,27.212383270263672,-748.2906882528085,,-698.2412749063777,,-295.35227191027155,152.00549374500372,-1,-1,-1
352,2004-04-15,78613.0,3.0,2004-04-15 12:00:00,2004-04-16 18:00:00,30.0,,,,910.3283771109511,230.1755520459098 degree,261.856201171875,-718.8177537444445,498.60824206982716,-688.9203804357848,587.9905313620915,-300.88828716072084,152.9179290500906,1,1,-1
353,2004-05-13,78862.0,1.0,2004-05-13 00:00:00,2004-05-14 00:00:00,24.0,,,,87.58317314093975,297.90768845632084 degree,,-1348.981426592824,458.50274621628085,-1194.661022870382,841.5344244432848,-761.1050650969,343.4599053216661,-1,-1,1
354,2004-05-14,78862.0,3.0,2004-05-14 00:00:00,2004-05-14 12:00:00,12.0,,,,658.4386863225909,239.68157441574255 degree,302.152587890625,-1340.1169119447243,453.64952440471626,-1109.4573346518087,870.0637441059904,-874.9448773637737,431.27315496296734,-1,-1,1
355,2005-03-01,81563.0,1.0,2005-03-01 12:00:00,2005-03-02 12:00:00,24.0,,,,141.82353926122178,186.2921282034277 degree,13.26220703125,-264.75655106419225,,-145.52139314248012,543.1847337038748,-147.765437117208,508.67560761520167,-1,1,1
356,2005-03-05,81612.0,1.0,2005-03-05 12:00:00,2005-03-05 18:00:00,6.0,,,,184.56710828196233,163.88918505319725 degree,18.819580078125,-207.00530184852323,200.85492476080572,,556.075790634118,-346.52686802915224,146.5169194876778,-1,1,-1
357,2005-03-18,81729.0,1.0,2005-03-18 12:00:00,2005-03-18 18:00:00,6.0,,,,386.0236474724151,206.6604455495717 degree,32.2216796875,,506.86518941342524,-459.5883603081048,,-97.98266766349944,343.2735374384077,1,-1,1
358,2005-03-19,81735.0,1.0,2005-03-19 06:00:00,2005-03-21 00:00:00,42.0,,,,461.8867799628161,210.3585270307745 degree,104.45556640625,,430.0426881963146,-506.7335511466281,,-138.9472569706836,365.56727179663426,1,-1,1
359,2005-03-20,81745.0,1.0,2005-03-20 06:00:00,2005-03-20 12:00:00,6.0,,,,292.35782597667793,218.37118601564512 degree,31.0634765625,-260.1304498957335,379.28987221626414,-175.3181409192168,,-143.9752808956686,415.50715243181844,1,-1,1
360,2005-03-21,81745.0,3.0,2005-03-21 06:00:00,2005-03-22 00:00:00,18.0,,,,367.84129795373747,254.18259902281753 degree,22.36328125,-236.506520733308,188.64851346417763,-383.3828795720912,,-143.90649355989353,384.68834593078486,-1,-1,1
361,2005-03-26,81776.0,1.0,2005-03-26 12:00:00,2005-03-26 18:00:00,6.0,,,,173.7592304165431,196.01502228063407 degree,9.78936767578125,-296.38227801922443,,-575.9023852891567,,-299.9597335856422,107.05026027873464,-1,-1,-1
362,2005-03-24,81776.0,2.0,2005-03-24 12:00:00,2005-03-25 00:00:00,12.0,,,,265.5317919005358,224.67333915511847 degree,17.5687255859375,-340.99293560990344,,-172.2539258913298,564.4830936036763,-213.71266554311873,,-1,0,-1
363,2005-03-25,81776.0,3.0,2005-03-25 00:00:00,2005-03-26 00:00:00,24.0,,,,1247.9387769848856,236.15166450464304 degree,75.74560546875,-413.6669601472306,,-230.15508408342077,,-296.09041459930506,222.4786331465143,-1,-1,-1
364,2005-05-06,82121.0,1.0,2005-05-06 12:00:00,2005-05-06 18:00:00,6.0,,,,108.54440180116283,287.96979541035915 degree,15.24859619140625,-1335.2646811981535,,-1213.1452341523955,,-569.7299627394663,,-1,-1,-1
365,2005-05-07,82133.0,1.0,2005-05-07 06:00:00,2005-05-07 12:00:00,6.0,,,,297.29900195412364,232.53564823060853 degree,6.78350830078125,-1399.0751631907547,,-1160.4282641996947,,-498.6983528404721,,-1,-1,-1
366,2006-03-18,85048.0,1.0,2006-03-18 00:00:00,2006-03-19 06:00:00,30.0,,,,200.7200150850228,234.99424581101124 degree,25.616455078125,-382.24124240628447,,-390.6193908066385,,-255.99696428016227,283.1783034342893,-1,-1,-1
367,2006-03-20,85081.0,1.0,2006-03-20 06:00:00,2006-03-20 12:00:00,6.0,,,,127.2949488834103,179.86964630958204 degree,19.5325927734375,-371.45890751773385,,-241.19841790913068,,-142.42062207508206,374.6881294844772,-1,-1,1
368,2006-03-20,85082.0,1.0,2006-03-20 12:00:00,2006-03-21 18:00:00,30.0,,,,113.22007774053914,237.1209554036674 degree,11.068359375,-371.45890751773385,,-241.19841790913068,,-142.42062207508206,374.6881294844772,-1,-1,1
369,2006-03-23,85117.0,1.0,2006-03-23 12:00:00,2006-03-23 18:00:00,6.0,,,,80.96556995696575,281.89412481896215 degree,4.154541015625,-282.53729474509527,,-226.50638733134207,,-175.03570568380434,410.3024504604135,-1,-1,1
370,2006-03-30,85151.0,1.0,2006-03-30 00:00:00,2006-03-31 00:00:00,24.0,,,,222.69051367579718,239.06727902577737 degree,12.342529296875,-204.1152814669763,487.81801955866604,-252.517291670198,623.5855658543591,-216.62960330593458,,1,1,-1
371,2006-03-31,85179.0,1.0,2006-03-31 12:00:00,2006-03-31 18:00:00,6.0,,,,187.26567110891438,227.91813214228924 degree,9.8870849609375,-246.8278598847642,369.3171752560002,-311.3936161528576,,-214.65547660627936,306.9756611815124,-1,-1,1
372,2006-04-07,85225.0,1.0,2006-04-07 18:00:00,2006-04-08 18:00:00,24.0,,,,231.70766196570318,246.54468660018912 degree,18.4874267578125,-456.54143384299033,470.28997782805595,-527.1194903374897,572.8754429732262,-358.5764777665641,,1,1,-1
373,2006-04-19,85329.0,1.0,2006-04-19 06:00:00,2006-04-19 12:00:00,6.0,,,,63.79042302186893,135.78845877959935 degree,8.598831176757812,-879.6490322927546,369.2006668970653,-832.8011116037085,528.3463749613143,-389.76993881821346,186.64291980304642,-1,1,-1
374,2007-03-02,88165.0,1.0,2007-03-02 00:00:00,2007-03-03 00:00:00,24.0,,,,132.94669101730815,238.86421576284698 degree,1.86669921875,-492.1931459456763,,-597.5825266002237,,-253.30220131289963,,-1,-1,-1
375,2007-03-01,88165.0,3.0,2007-03-01 12:00:00,2007-03-02 00:00:00,12.0,,,,469.3395764439882,245.4295958639871 degree,22.088623046875,-560.5715974744568,,-1154.8692402707165,,-179.93729542994265,,-1,-1,-1
376,2007-03-11,88247.0,1.0,2007-03-11 00:00:00,2007-03-12 00:00:00,24.0,35.0,34.0935,74.9112,564.8038889608579,169.73633930229698 degree,86.69677734375,-434.57214472667135,,-716.1098203097133,,-157.88416895045515,129.71958517281655,-1,-1,-1
377,2007-03-12,88247.0,3.0,2007-03-12 00:00:00,2007-03-13 00:00:00,24.0,35.0,34.0935,74.9112,182.6304531424975,269.7064851258551 degree,,-473.05850510338576,,-936.3161635407056,,-101.01476956464961,347.9916303874033,-1,-1,1
378,2007-03-18,88266.0,1.0,2007-03-18 00:00:00,2007-03-20 12:00:00,60.0,37.0,33.8778,74.3333,628.9098040462447,181.72162688143266 degree,196.032470703125,,535.0427933233407,,394.15109783605476,-315.7034460751339,419.81409659175165,1,1,1
379,2007-03-18,88266.0,1.0,2007-03-18 00:00:00,2007-03-20 12:00:00,60.0,38.0,33.5708,73.494,628.9098040462447,181.72162688143266 degree,196.032470703125,,535.0427933233407,,394.15109783605476,-315.7034460751339,419.81409659175165,1,1,1
380,2007-03-15,88266.0,2.0,2007-03-15 12:00:00,2007-03-18 00:00:00,60.0,37.0,33.8778,74.3333,427.21499024304313,240.55827579978663 degree,62.029296875,-522.4796017972225,,-388.0660743249299,,-288.22979264424936,284.38857475003255,-1,-1,-1
381,2007-03-15,88266.0,2.0,2007-03-15 12:00:00,2007-03-18 00:00:00,60.0,38.0,33.5708,73.494,427.21499024304313,240.55827579978663 degree,62.029296875,-522.4796017972225,,-388.0660743249299,,-288.22979264424936,284.38857475003255,-1,-1,-1
382,2007-03-29,88295.0,1.0,2007-03-29 00:00:00,2007-04-01 00:00:00,72.0,48.0,34.5353,69.1696,401.10170884279734,197.8070492047995 degree,103.322998046875,-190.88542671371223,734.1338679150784,-220.77504823845166,627.3643352291641,-149.79528699693583,607.4038851691126,1,1,1
383,2007-03-26,88295.0,2.0,2007-03-26 00:00:00,2007-03-28 12:00:00,60.0,48.0,34.5353,69.1696,466.47657579865944,234.2145078247566 degree,86.4384765625,-145.68591464540188,485.27180387128453,-202.85047008538552,606.5055380218647,-127.13586965122082,457.34282698801536,1,-1,1
384,2007-03-25,88295.0,3.0,2007-03-25 00:00:00,2007-03-26 00:00:00,24.0,48.0,34.5353,69.1696,304.7036775766992,279.5789185386684 degree,6.186279296875,-230.4084619199236,,-244.6080518512108,,-156.18904605924763,690.9032200569542,-1,-1,1
385,2007-03-31,88388.0,1.0,2007-03-31 00:00:00,2007-04-01 00:00:00,24.0,,,,401.10170884279734,197.8070492047995 degree,72.478759765625,-225.75331139165897,595.486035306937,-311.95090555133834,436.2883672794528,-245.51552508679242,792.4682370887764,1,-1,1
386,2008-03-04,91386.0,1.0,2008-03-04 18:00:00,2008-03-05 18:00:00,24.0,,,,138.88873770394966,243.20360597561387 degree,13.84075927734375,-173.48142055095258,589.2129156520065,,724.2105462121892,-297.79334168759976,,1,1,-1
387,2008-04-12,91721.0,1.0,2008-04-12 06:00:00,2008-04-12 12:00:00,6.0,,,,145.48712337957795,254.4158943641513 degree,16.312393188476562,-675.5397848268983,,-596.4770492730944,,-363.510254900787,195.59471619958626,-1,-1,-1
388,2008-04-18,91759.0,1.0,2008-04-18 06:00:00,2008-04-18 12:00:00,6.0,,,,106.333482072531,285.07922375272824 degree,,-858.0396345709909,,-619.1180874155089,,-393.5260707481084,256.4170596674791,-1,-1,-1
389,2008-04-22,91801.0,1.0,2008-04-22 12:00:00,2008-04-22 18:00:00,6.0,,,,159.6189838667653,265.45329110950166 degree,11.89801025390625,-995.994779323455,305.7353674703209,-940.7192127389796,478.65131722475445,-498.0664590359133,316.2937470761589,-1,-1,-1
390,2009-03-02,94564.0,1.0,2009-03-02 00:00:00,2009-03-03 06:00:00,30.0,,,,308.6440331204951,267.58260176340616 degree,30.545166015625,-145.86203255661945,672.0249028981791,,620.7274024858222,-212.07735833306577,575.0591213625693,1,1,1
391,2009-03-01,94564.0,2.0,2009-03-01 00:00:00,2009-03-02 00:00:00,24.0,,,,268.28824749248577,250.83274766151578 degree,29.6925048828125,-142.693810841453,650.3952567898662,-173.1918202005166,654.1929970840058,-266.8428994717008,495.13939359324996,1,1,1
392,2009-03-22,94766.0,1.0,2009-03-22 12:00:00,2009-03-22 18:00:00,6.0,,,,120.9679551701136,226.0285988340633 degree,7.2410888671875,-169.7244705397955,,-204.83179834262927,310.29502709780536,-204.75153830264094,359.60559250670235,-1,-1,1
393,2009-03-23,94774.0,1.0,2009-03-23 06:00:00,2009-03-24 00:00:00,18.0,,,,256.317128244972,181.53462556598748 degree,36.659423828125,-184.88862187393397,457.6764148344842,-172.0048790344824,,-185.36580563672996,383.61341877825157,1,-1,1
394,2009-03-27,94804.0,1.0,2009-03-27 06:00:00,2009-03-27 12:00:00,6.0,,,,327.5825649421328,214.846099472265 degree,14.47802734375,-277.1220118841174,137.75830926139315,-321.4886968555577,,-183.9230564365714,,-1,-1,-1
395,2009-03-28,94812.0,1.0,2009-03-28 00:00:00,2009-03-28 06:00:00,6.0,,,,88.73592319741739,317.51055811655465 degree,5.8599853515625,-209.66158508196813,,-230.73242143515688,,-158.7564708796093,341.8044229779761,-1,-1,1
396,2009-03-28,94821.0,1.0,2009-03-28 18:00:00,2009-04-02 12:00:00,114.0,,,,311.9678387789505,183.29807750319156 degree,,-209.66158508196813,,-230.73242143515688,,-158.7564708796093,341.8044229779761,-1,-1,1
397,2009-03-31,94846.0,1.0,2009-03-31 06:00:00,2009-03-31 12:00:00,6.0,,,,175.3404596698408,277.2227502715722 degree,1.05126953125,-236.5077953247888,429.6367695485183,-291.63970960524796,635.8820402255869,-206.7382497166589,356.1399688316989,1,1,1
398,2009-04-04,94859.0,1.0,2009-04-04 12:00:00,2009-04-05 18:00:00,30.0,,,,179.64195635821318,202.04884532452462 degree,16.50067138671875,-348.9157540713722,377.3429328028109,-398.01495456738866,313.33596152543385,-162.59713245644477,145.18554478671123,1,-1,-1
399,2009-04-13,94950.0,1.0,2009-04-13 12:00:00,2009-04-14 00:00:00,12.0,,,,273.5632683729254,233.68362981337788 degree,29.33984375,-664.916653523496,352.70069659558123,-693.3599850292038,,-409.45274140544547,254.46874755535205,-1,-1,-1
400,2009-04-14,94950.0,3.0,2009-04-14 00:00:00,2009-04-14 18:00:00,18.0,,,,272.4219413840624,262.41340126256745 degree,37.46600341796875,-674.219105541542,403.53280032023656,-712.3256468742211,,-398.18254553304143,224.82824293286535,-1,-1,-1
401,2009-05-02,95117.0,1.0,2009-05-02 06:00:00,2009-05-02 18:00:00,12.0,,,,168.77684671437677,209.68976472435827 degree,15.2418212890625,-1235.4148219863296,483.6268167938074,-1180.111595084053,,-660.7984199013817,356.52533434238205,-1,-1,1
402,2010-03-02,97918.0,1.0,2010-03-02 12:00:00,2010-03-02 18:00:00,6.0,1526.0,33.0097,74.9402,95.97166140651441,295.91040586560376 degree,1.781982421875,-201.65496213018363,462.65995819331056,-226.19404881404273,,-138.07163668164716,441.5760823310975,1,-1,1
403,2010-03-03,97999.0,1.0,2010-03-03 00:00:00,2010-03-03 18:00:00,18.0,,,,334.4050382059985,220.35005266517535 degree,28.95654296875,-229.89729922789178,,-164.3354031277337,79.05902103751123,-141.2840474322808,420.22266282016005,-1,-1,1
404,2010-05-05,98479.0,1.0,2010-05-05 00:00:00,2010-05-05 12:00:00,12.0,1813.0,25.4053,97.8542,408.24652256547654,170.65820694708833 degree,42.4918212890625,-1293.68775178078,307.1777599242566,-1190.309835341203,,-719.8039076504101,433.1048176113115,-1,-1,1
405,2010-05-02,98479.0,2.0,2010-05-02 18:00:00,2010-05-05 00:00:00,54.0,1813.0,25.4053,97.8542,413.5255201567474,250.42022574007714 degree,51.7982177734375,-1156.8249374848963,480.9431383935671,-1149.6378710898814,,-699.589401689285,376.6751399404077,1,-1,1
406,2010-05-05,98501.0,1.0,2010-05-05 06:00:00,2010-05-05 18:00:00,12.0,,,,408.24652256547654,170.65820694708833 degree,38.83573913574219,-1293.68775178078,307.1777599242566,-1190.309835341203,,-719.8039076504101,433.1048176113115,-1,-1,1
