,trackID,ar_cat,start_date,end_date,duration,ivt,hlat,hlon,tlat,tlon,ivtdir,landslideID,landslide_lat,landslide_lon
106,13063.0,1,1983-03-16 00:00:00,1983-03-16 18:00:00,18.0,243.40565907732,27.681818181818183,63.81818181818182,12.681818181818182,41.59090909090909,58.252318893628285,,,
107,13063.0,2,1983-03-15 12:00:00,1983-03-16 00:00:00,12.0,243.40565907732,27.681818181818183,63.81818181818182,12.681818181818182,41.59090909090909,58.252318893628285,,,
108,13063.0,3,1983-03-14 00:00:00,1983-03-14 18:00:00,18.0,243.40565907732,27.681818181818183,63.81818181818182,12.681818181818182,41.59090909090909,58.252318893628285,,,
109,13082.0,1,1983-03-16 00:00:00,1983-03-16 18:00:00,18.0,323.79460304758436,23.625,100.125,15.75,80.25,69.37925860606157,,,
110,13082.0,2,1983-03-15 18:00:00,1983-03-16 00:00:00,6.0,323.79460304758436,23.625,100.125,15.75,80.25,69.37925860606157,,,
111,13131.0,1,1983-03-23 06:00:00,1983-03-26 00:00:00,66.0,244.6549764334779,30.84375,68.625,19.21875,48.375,66.22477259673266,,,
112,13202.0,1,1983-04-01 06:00:00,1983-04-01 12:00:00,6.0,258.03062677210164,26.75,58.25,15.5,46.0,52.99819971564662,,,
113,13216.0,1,1983-04-02 12:00:00,1983-04-03 06:00:00,18.0,235.97910481331036,24.9375,66.0,11.4375,47.625,65.94121798220054,,,
114,13230.0,1,1983-04-04 18:00:00,1983-04-06 18:00:00,48.0,283.26849034101417,23.045454545454547,79.5,11.181818181818182,43.90909090909091,64.59742876840451,,,
115,13275.0,1,1983-04-11 00:00:00,1983-04-12 18:00:00,42.0,262.5209826102231,23.53846153846154,71.42307692307692,16.5,42.57692307692308,73.3211531781162,,,
116,13275.0,2,1983-04-10 12:00:00,1983-04-11 00:00:00,12.0,262.5209826102231,23.53846153846154,71.42307692307692,16.5,42.57692307692308,73.3211531781162,,,
117,13304.0,1,1983-04-13 06:00:00,1983-04-13 12:00:00,6.0,400.8266621856279,22.5,78.0,13.5,45.0,81.95639411129005,,,
118,13309.0,1,1983-04-13 18:00:00,1983-04-14 00:00:00,6.0,412.02835623035304,24.0,101.25,18.0,85.5,78.81357194180973,,,
119,13309.0,3,1983-04-14 00:00:00,1983-04-14 06:00:00,6.0,412.02835623035304,24.0,101.25,18.0,85.5,78.81357194180973,,,
120,13464.0,1,1983-05-02 06:00:00,1983-05-02 12:00:00,6.0,364.3290100176635,25.5,106.5,21.0,88.5,63.31402598020094,,,
121,13467.0,1,1983-05-02 12:00:00,1983-05-03 00:00:00,12.0,270.65908822149015,27.75,67.5,24.75,48.75,74.13199555043681,,,
122,13470.0,1,1983-05-02 18:00:00,1983-05-03 00:00:00,6.0,343.37744964429663,27.0,109.5,24.0,93.0,57.44211291209781,,,
123,13472.0,1,1983-05-03 06:00:00,1983-05-04 00:00:00,18.0,251.38656574360633,33.75,70.125,24.0,54.0,59.99524522714074,,,
124,13472.0,3,1983-05-04 00:00:00,1983-05-04 06:00:00,6.0,251.38656574360633,33.75,70.125,24.0,54.0,59.99524522714074,,,
125,13666.0,1,1983-05-25 06:00:00,1983-05-25 12:00:00,6.0,264.9834192458039,52.375,121.0,32.25,108.375,52.26193814209387,,,
126,13684.0,1,1983-05-26 12:00:00,1983-05-26 18:00:00,6.0,209.93262437474786,25.5,69.0,28.5,48.0,72.9657741890367,,,
127,15502.0,1,1983-12-12 12:00:00,1983-12-13 06:00:00,18.0,183.49584711812076,35.4,55.9,19.6,182.5,69.63087931527362,,,
128,16233.0,1,1984-03-15 00:00:00,1984-03-18 00:00:00,72.0,218.57663899268906,36.88235294117647,59.73529411764706,20.11764705882353,171.0,65.86561100602685,,,
129,16233.0,2,1984-03-14 18:00:00,1984-03-15 00:00:00,6.0,218.57663899268906,36.88235294117647,59.73529411764706,20.11764705882353,171.0,65.86561100602685,,,
130,16353.0,1,1984-03-30 12:00:00,1984-04-01 18:00:00,54.0,218.28633573960374,34.5,77.25,24.15,46.35,71.38067266373231,,,
131,16669.0,1,1984-05-10 12:00:00,1984-05-10 18:00:00,6.0,216.6847077261731,30.0,70.5,28.5,52.5,68.67861998223498,,,
132,18574.0,1,1984-12-11 06:00:00,1984-12-11 12:00:00,6.0,278.1613813983031,25.5,81.0,24.0,51.0,79.06998238076092,,,
133,18606.0,1,1984-12-15 00:00:00,1984-12-15 12:00:00,12.0,205.79556101359995,29.25,113.625,23.25,91.125,61.82076799752255,,,
134,18606.0,3,1984-12-14 12:00:00,1984-12-15 00:00:00,12.0,205.79556101359995,29.25,113.625,23.25,91.125,61.82076799752255,,,
135,18713.0,1,1984-12-29 00:00:00,1984-12-29 18:00:00,18.0,216.06521329164804,27.25,72.0,23.0,45.75,74.78835765975613,,,
136,18713.0,2,1984-12-28 06:00:00,1984-12-29 00:00:00,18.0,216.06521329164804,27.25,72.0,23.0,45.75,74.78835765975613,,,
137,18868.0,1,1985-01-17 00:00:00,1985-01-17 06:00:00,6.0,131.3897420908497,43.5,76.5,31.5,60.0,58.474396548061705,,,
138,18875.0,1,1985-01-17 12:00:00,1985-01-17 18:00:00,6.0,227.52094800440662,36.166666666666664,55.5,24.5,34.333333333333336,71.50324046261531,,,
139,18875.0,3,1985-01-19 12:00:00,1985-01-19 18:00:00,6.0,227.52094800440662,36.166666666666664,55.5,24.5,34.333333333333336,71.50324046261531,,,
140,18924.0,1,1985-01-24 12:00:00,1985-01-24 18:00:00,6.0,201.93591539368626,36.0,66.0,27.0,51.75,71.75902531723489,,,
141,19211.0,1,1985-03-04 00:00:00,1985-03-05 00:00:00,24.0,233.90983230939466,35.666666666666664,66.83333333333333,23.166666666666668,46.833333333333336,64.24041867794043,,,
142,19211.0,2,1985-03-03 12:00:00,1985-03-04 00:00:00,12.0,233.90983230939466,35.666666666666664,66.83333333333333,23.166666666666668,46.833333333333336,64.24041867794043,,,
143,19250.0,1,1985-03-08 00:00:00,1985-03-08 18:00:00,18.0,246.98714496556323,27.428571428571427,72.0,21.214285714285715,46.285714285714285,69.57944468143886,,,
144,19250.0,2,1985-03-07 06:00:00,1985-03-08 00:00:00,18.0,246.98714496556323,27.428571428571427,72.0,21.214285714285715,46.285714285714285,69.57944468143886,,,
145,19341.0,1,1985-03-25 00:00:00,1985-03-26 12:00:00,36.0,340.9206054714403,39.294642857142854,136.125,24.133928571428573,129.42857142857142,62.98090642364735,,,
